CODIGO,PRODUTO, PREÇO,IPI,CAS,NCM,ST,EXERCITO,CIVIL,FEDERAL,IBAMA,ONU,CLASSE RISCO,VALIDADE,CONCENTRACAO,DENSIDADE,CATEGORIA,SUBCATEGORIA
AB06317RA,ACIDO BARBITURICO PA 25G," R$  219,36 ","0,00%",67-52-7,2933.52.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,17",Ácidos e Bases,Ácidos
AB01999RA,ACIDO BUTANOSULFONATO-1 SAL DE SODIO ANIDRO HPLC 100G," R$  495,25 ",,2386-54-1,2904.10.90,#N/A,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AB06590RA,ACIDO BUTANOSULFONATO-1 SAL DE SODIO ANIDRO HPLC 25G," R$  129,89 ","0,00%",2386-54-1,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AB05965RA,ACIDO BUTIRICO-N (BUTANOICO) PS 1L," R$  287,35 ","0,00%",107-92-6,2933.99.19,NAO,N,N,N,N,2820,8,6 - ANO,99,"0,96",Ácidos e Bases,Ácidos
AB07132RA,ACIDO BUTIRICO-N (BUTANOICO) PS 250ML," R$  84,08 ","0,00%",107-92-6,3808.93.22,NAO,N,N,N,N,2820,8,6 - ANO,99,"0,96",Ácidos e Bases,Ácidos
AC07008RA,ACIDO CALCON CARBOXILICO PA 100G," R$  302,25 ","0,00%",3737-95-9,2927.00.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AC07838RA,ACIDO CALCON CARBOXILICO PA 10G," R$  39,20 ","0,00%",3737-95-9,2927.00.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AC07358RA,ACIDO CALCON CARBOXILICO PA 25G," R$  83,01 ","0,00%",3737-95-9,2927.00.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AC06185SO,"ACIDO CALCON CARBOXILICO SOL.0,1% 1L"," R$  32,26 ","0,00%",3737-95-9,2927.00.29,NAO,N,N,N,N,-,-,2 - ANO,"0,1",1,Ácidos e Bases,Ácidos
AC09414SO,"ACIDO CALCON CARBOXILICO SOL.0,4% 1L"," R$  29,43 ","0,00%",3737-95-9,2927.00.29,NAO,N,N,N,N,-,-,4 - ANO,"0,4",1,Ácidos e Bases,Ácidos
AC09233RA,ACIDO CICLOH.DINITRO TETR.(CDTA) 25G," R$  223,73 ","0,00%",125572-95-4,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AC08013RA,ACIDO CICLOH.DINITRO TETR.(CDTA) PA 100G," R$  867,33 ","0,00%",125572-95-4,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AC09546RA,ACIDO CITRICO ANIDRO PA 1KG," R$  35,50 ","0,00%",77-92-9,2918.14.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,67",Ácidos e Bases,Ácidos
AC09042RA,ACIDO CITRICO ANIDRO PA 500G," R$  22,76 ","0,00%",77-92-9,2918.14.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,67",Ácidos e Bases,Ácidos
AC09584RA,ACIDO CITRICO H2O PA 1KG," R$  35,50 ","0,00%",5949-29-1,2918.14.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,54",Ácidos e Bases,Ácidos
AC09686RA,ACIDO CITRICO H2O PA 500G," R$  22,76 ","0,00%",5949-29-1,2918.14.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,54",Ácidos e Bases,Ácidos
AC08984SO,"ACIDO CITRICO SOL.0,1M 1L"," R$  19,06 ","0,00%",77-92-9,2918.14.00,NAO,N,N,N,N,-,-,2 - ANO,"1,93",1,Ácidos e Bases,Ácidos
AC09413SO,ACIDO CITRICO SOL.10% 1L," R$  19,50 ","0,00%",77-92-9,2918.14.00,NAO,N,N,N,N,-,-,4 - ANO,10,"1,04",Ácidos e Bases,Ácidos
AC06327SO,ACIDO CITRICO SOL.40% 1L," R$  48,75 ","0,00%",77-92-9,2918.14.00,NAO,N,N,N,N,-,-,4 - ANO,40,"1,14",Ácidos e Bases,Ácidos
AC07167RA,ACIDO CLOROACETICO PS 500G," R$  62,15 ","0,00%",79-11-8,2915.40.10,NAO,N,N,N,N,1751,6.1(8),6 - ANO,99,"1,4",Ácidos e Bases,Ácidos
AC05083SO,ACIDO CROMICO SOL.5% 1L," R$  26,30 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1755,8,4 - ANO,5,1,Ácidos e Bases,Ácidos
AC04638SO,ACIDO CROMICO SOL.50% 1L," R$  68,16 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1755,8,4 - ANO,50,"1,24",Ácidos e Bases,Ácidos
AC04598RA,ACIDO CROMICO VI (ANIDRIDO CROMICO) (OXIDO DE CROMO VI) PA 5KG," R$  366,89 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1463,5.1(8),6 - ANO,0,"2,7",Ácidos e Bases,Ácidos
AC07762RA,ACIDO CROMICO VI(ANIDRIDO CROMICO)(OXIDO DE CROMO VI) PA  100G," R$  15,13 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1463,5.1,6 - ANO,"99,5","2,7",Ácidos e Bases,Ácidos
AC07412RA,ACIDO CROMICO VI(ANIDRIDO CROMICO)(OXIDO DE CROMO VI) PA 250G," R$  26,52 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1463,5.1,6 - ANO,"99,5","2,7",Ácidos e Bases,Ácidos
AC09301RA,ACIDO CROMICO VI(ANIDRIDO CROMICO)(OXIDO DE CROMO VI) PA 500G," R$  42,25 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,1463,5.1(8),6 - ANO,"99,5","2,7",Ácidos e Bases,Ácidos
AC08414RA,ACIDO CROMOTROPICO 25G," R$  89,99 ","0,00%",5808-22-0,2842.90.00,NAO,N,N,N,N,-,-,4 - ANO,98,1,Ácidos e Bases,Ácidos
AC06326SO,"ACIDO CROMOTROPICO SOL.0,5% 1L"," R$  75,25 ","0,00%",5808-22-0,2842.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,5",1,Ácidos e Bases,Ácidos
AD03427RA,ACIDO DECANOSULFONATO-1 SAL SODIO ANIDRO HPLC	100G," R$  405,15 ","0,00%",13419-61-9,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AD03905RA,ACIDO DECANOSULFONATO-1 SAL SODIO ANIDRO HPLC 10G," R$  77,48 ","0,00%",13419-61-9,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AD05512RA,ACIDO DECANOSULFONATO-1 SAL SODIO ANIDRO HPLC 25G," R$  104,68 ","0,00%",13419-61-9,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AD05722RA,ACIDO DICLOROACETICO PUREX 500ML," R$  310,30 ","0,00%",79-43-6,2915.40.90,NAO,N,N,N,N,1764,8,6 - ANO,98,"1,56",Ácidos e Bases,Ácidos
AD05924RA,ACIDO DIETILENOTRIAMINOPENTACETICO (DTPA ) 100G," R$  89,99 ","0,00%",67-43-6,2922.49.40,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AD04067RA,ACIDO DIETILENOTRIAMINOPENTACETICO (DTPA) 1KG," R$  432,25 ","0,00%",67-43-6,2922.49.40,NAO,N,N,N,N,,,6 - ANO,99,1,Ácidos e Bases,Ácidos
AD04068RA,ACIDO DIETILENOTRIAMINOPENTACETICO (DTPA) 500G," R$  289,56 ","0,00%",67-43-6,2922.49.40,NAO,N,N,N,N,,,6 - ANO,99,1,Ácidos e Bases,Ácidos
DS06604RA,ACIDO DIFENILAMINA-4-SULFONICO SAL SODICO PA  5G," R$  11,14 ","0,00%",6152-67-6,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AD03346RA,ACIDO DIFENILAMINA-4-SULFONICO SAL SODICO PA 100G," R$  160,12 ","0,00%",6152-67-6,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AD03345RA,ACIDO DIFENILAMINA-4-SULFONICO SAL SODICO PA 25G," R$  44,48 ","0,00%",6152-67-6,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AD03348RA,ACIDO DIFENILAMINA-4-SULFONICO(SULFONATO) SAL BARIO PA 100G," R$  463,50 ","0,00%",6211-24-1,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
AD03347RA,ACIDO DIFENILAMINA-4-SULFONICO(SULFONATO) SAL BARIO PA 25G," R$  120,40 ","0,00%",6211-24-1,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Ácidos e Bases,Ácidos
DB07549RA,ACIDO DIFENILAMINA-4-SULFONICO(SULFONATO) SAL BARIO PA 5G," R$  21,99 ","0,00%",6211-24-1,2921.44.29,NAO,N,N,N,N,-,-,6 - ANO,95,1,Ácidos e Bases,Ácidos
AD08115RA,"ACIDO DINITROBENZOICO 3,5 PA 100G"," R$  190,69 ","0,00%",99-34-3,2842.90.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,49",Ácidos e Bases,Ácidos
AD07190RA,"ACIDO DINITROSALICILICO 3,5 PA 100G"," R$  245,17 ","0,00%",609-99-4,2842.90.00,NAO,N,N,N,N,1325,4.1,6 - ANO,99,1,Indicadores,Indicadores e Corantes
AD06720RA,"ACIDO DINITROSALICILICO 3,5 PA 25G"," R$  77,89 ","0,00%",609-99-4,2842.90.00,NAO,N,N,N,N,1325,4.1,6 - ANO,99,1,Indicadores,Indicadores e Corantes
AD07362RA,ACIDO DODECANOSULFONICO-1 SAL SODICO ANIDRO HPLC 10G," R$  328,92 ","0,00%",2386-53-0,2902.20.00,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AE09285RA,ACIDO ESTEARICO PA 1KG," R$  46,98 ","0,00%",57-11-4,2915.70.20,NAO,N,N,N,N,-,-,6 - ANO,90,"0,94",Ácidos e Bases,Ácidos
AE09286RA,ACIDO ESTEARICO PA 500G," R$  29,13 ","0,00%",57-11-4,2915.70.20,NAO,N,N,N,N,-,-,6 - ANO,90,"0,94",Ácidos e Bases,Ácidos
AF05403RA,ACIDO FLUOBORICO 50% PA 1KG," R$  92,54 ","0,00%",16872-11-0,2811.19.90,NAO,N,N,N,N,1775,8,6 - ANO,"48,5","1,4",Ácidos e Bases,Ácidos
AF07228RA,ACIDO FOLICO 97% PA 100G," R$  119,40 ","0,00%",59-30-3,2936.29.11,NAO,N,N,N,N,-,-,6 - ANO,97,1,Ácidos e Bases,Ácidos
AF06097RA,ACIDO FOSFOMOLIBDICO PA 100G," R$  142,46 ","0,00%",51429-74-4,2811.19.90,NAO,N,N,N,N,3084,8(5.1),6 - ANO,0,"1,6",Ácidos e Bases,Ácidos
AF07695RA,ACIDO FOSFOMOLIBDICO PA 25G," R$  36,89 ","0,00%",51429-74-4,2811.19.90,NAO,N,N,N,N,3084,8(5.1),6 - ANO,0,"1,6",Ácidos e Bases,Ácidos
AF04426SO,ACIDO FOSFOMOLIBDOTUNGSTICO (REAGENTE) 100ML," R$  457,00 ","0,00%",-,2811.19.90,NAO,N,N,N,N,1760,8,2 - ANO,85,"1,11",Ácidos e Bases,Ácidos
AF04929SO,ACIDO FOSFOMOLIBDOTUNGSTICO 500ML," R$  280,70 ","0,00%",-,2811.19.90,NAO,N,N,N,N,1760,8,2 - ANO,10,"1,12",Ácidos e Bases,Ácidos
AF03837RA,ACIDO FOSFOROSO PA 100G," R$  18,10 ","0,00%",13598-36-2,2811.19.20,NAO,N,N,N,N,2834,8,6 - ANO,"98,5","1,65",Ácidos e Bases,Ácidos
AF07460RA,ACIDO FOSFOROSO PURO 500G," R$  24,99 ","0,00%",13598-36-2,2811.19.20,NAO,N,N,N,N,2834,8,4 - ANO,"98,5","1,65",Ácidos e Bases,Ácidos
AF08294RA,ACIDO FOSFOTUNGSTICO PA 100G," R$  210,00 ","0,00%",12501-23-4,2811.19.90,NAO,N,N,N,N,3260,8,6 - ANO,0,1,Ácidos e Bases,Ácidos
AF06042RA,ACIDO FOSFOTUNGSTICO PA 1KG," R$  2.256,49 ","0,00%",12501-23-4,2811.19.90,NAO,N,N,N,N,3260,8,6 - ANO,0,1,Ácidos e Bases,Ácidos
AF08293RA,ACIDO FOSFOTUNGSTICO PA 25G," R$  56,00 ","0,00%",12501-23-4,2811.19.90,NAO,N,N,N,N,3260,8,6 - ANO,0,1,Ácidos e Bases,Ácidos
AF04649RA,ACIDO FTALICO ANIDRIDO 100G," R$  61,10 ","0,00%",88-99-3,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,63",Ácidos e Bases,Ácidos
AF3102RA,ACIDO FTALICO ANIDRIDO PA 500G," R$  206,50 ","0,00%",88-99-3,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,59",Ácidos e Bases,Ácidos
AF06474RA,ACIDO FUMARICO PA 250G," R$  20,09 ","0,00%",110-17-8,2917.19.30,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,63",Ácidos e Bases,Ácidos
AF06473RA,ACIDO FUMARICO PA 500G," R$  30,90 ","0,00%",110-17-8,2917.19.30,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,63",Ácidos e Bases,Ácidos
AG09683RA,ACIDO GALICO ANIDRO PURISSIMO 100G," R$  41,34 ","0,00%",149-91-7,2918.29.30,NAO,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AG07238RA,ACIDO GALICO ANIDRO PURISSIMO 250G," R$  87,78 ","0,00%",149-91-7,2918.29.30,NAO,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AG06626RA,ACIDO GALICO ANIDRO PURISSIMO 500G," R$  165,18 ","0,00%",149-91-7,2918.29.30,NAO,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AG04506RA,ACIDO GIBERELICO PA 100G," R$  440,12 ","0,00%",77-06-5,1702.11.00,NAO,N,N,N,N,-,-,6 - ANO,90,1,Ácidos e Bases,Ácidos
AG09999RA,ACIDO GIBERELICO PA 1G," R$  29,98 ","0,00%",77-06-5,1702.11.00,NAO,N,N,N,N,-,-,6 - ANO,90,1,Ácidos e Bases,Ácidos
AG04507RA,ACIDO GIBERELICO PA 25G," R$  179,58 ","0,00%",77-06-5,1702.11.00,NAO,N,N,N,N,-,-,6 - ANO,90,1,Ácidos e Bases,Ácidos
AG06372RA,ACIDO GLICOLICO CRISTAIS OU PO 98% PA 100G," R$  105,55 ","0,00%",79-14-1,2918.19.90,NAO,N,N,N,N,3261,8,6 - ANO,98,"1,49",Ácidos e Bases,Ácidos
AG04791RA,ACIDO GLICOLICO CRISTAIS OU PO 98% PA 500G," R$  532,26 ","0,00%",79-14-1,2918.19.90,NAO,N,N,N,N,3261,8,6 - ANO,0,"1,49",Ácidos e Bases,Ácidos
AG09037RA,ACIDO GLUTAMICO-L PA 100G," R$  12,58 ","0,00%",56-86-0,2922.42.20,NAO,N,N,N,N,-,-,6 - ANO,98,"1,46",Ácidos e Bases,Ácidos
AG05409RA,ACIDO GLUTAMICO-L PA 1KG," R$  76,58 ","0,00%",56-86-0,2922.42.10,NAO,N,N,N,N,-,-,6 - ANO,98,"1,46",Ácidos e Bases,Ácidos
AG07740RA,ACIDO GLUTAMICO-L PA 500G," R$  39,89 ","0,00%",56-86-0,2922.42.10,NAO,N,N,N,N,-,-,6 - ANO,98,"1,46",Ácidos e Bases,Ácidos
AH04779RA,ACIDO HEPTANOSULFONATO-1 SAL SODIO ANIDRO HPLC 100G," R$  448,41 ","0,00%",22767-50-6,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AH04780RA,ACIDO HEPTANOSULFONATO-1 SAL SODIO ANIDRO HPLC 250G," R$  1.087,37 ","0,00%",22767-50-6,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
HS08145RA,ACIDO HEPTANOSULFONATO-1 SAL SODIO ANIDRO HPLC 25G," R$  118,24 ","0,00%",22767-50-6,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
HS05808RA,ACIDO HEPTANOSULFONATO-1 SAL SODIO MONOHIDRATADO HPLC 25G," R$  102,89 ","0,00%",207300-90-1,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AH05034RA,ACIDO HEXACLOROPLATINICO IV HIDRATADO PA 1G," R$  816,52 ","0,00%",26023-84-7,2842.90.00,NAO,N,N,N,N,2507,8,6 - ANO,"37,5",1,Ácidos e Bases,Ácidos
H07346RA,ACIDO HEXACLOROPLATINICO IV PA ACS 1G," R$  1.363,32 ","0,00%",18497-13-7,2842.90.00,NAO,N,N,N,N,2507,8,6 - ANO,"37,5",1,Ácidos e Bases,Ácidos
AH04501RA,ACIDO HEXANOSULFONICO-1 SAL SODICO ANIDRO 99% HPLC 100G," R$  447,19 ","0,00%",2832-45-3,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AH04781RA,ACIDO HEXANOSULFONICO-1 SAL SODICO ANIDRO 99% HPLC 250G," R$  1.073,25 ","0,00%",2832-45-3,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AH05839RA,ACIDO HEXANOSULFONICO-1 SAL SODICO MONOHIDRATADO HPLC 25G," R$  73,54 ","0,00%",207300-91-2,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
HS06441RA,ACIDO HEXANOSULFONICO-1 SAL SODIO ANIDRO 99% HPLC 25G," R$  99,41 ","0,00%",2832-45-3,2904.10.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AH05721RA,ACIDO HIPURICO PUREX 100G," R$  44,78 ","0,00%",495-69-2,2924.29.99,NAO,N,N,N,N,-,-,6 - ANO,99,"1,37",Ácidos e Bases,Ácidos
AH05720RA,ACIDO HIPURICO PUREX 250G," R$  99,50 ","0,00%",495-69-2,2924.29.99,NAO,N,N,N,N,-,-,6 - ANO,99,"1,37",Ácidos e Bases,Ácidos
AH02170RA,ACIDO HUMICO 500G	," R$  42,25 ","0,00%",1415-93-6,2942.00.00,NAO,N,N,N,N,-,-,6 - ANO,70,"1,4",Ácidos e Bases,Ácidos
AI06513RA,ACIDO INDOLILACETICO-3 PS 25G," R$  114,69 ","0,00%",87-51-4,2933.99.19,NAO,N,N,N,N,-,-,6 - ANO,97,"1,57",Ácidos e Bases,Ácidos
AI09715RA,ACIDO INDOLILACETICO-3 PS 5G," R$  37,19 ","0,00%",87-51-4,2933.99.19,NAO,N,N,N,N,-,-,6 - ANO,97,"1,57",Ácidos e Bases,Ácidos
AI07770RA,"ACIDO INDOLILBUTIRICO-4,3 PS 25G"," R$  88,45 ","0,00%",133-32-4,2933.99.19,NAO,N,N,N,N,2811,6.1,6 - ANO,98,1,Ácidos e Bases,Ácidos
AI07985RA,"ACIDO INDOLILBUTIRICO-4,3 PS 5G"," R$  22,56 ","0,00%",133-32-4,2933.99.19,NAO,N,N,N,N,2811,6.1,6 - ANO,98,1,Ácidos e Bases,Ácidos
AI05021RA,ACIDO ITACONICO PA 100G," R$  46,55 ","0,00%",97-65-4,2917.19.90,NAO,N,N,N,N,-,-,6 - ANO,"99,7","1,63",Ácidos e Bases,Ácidos
AI05072RA,ACIDO ITACONICO PA 1KG," R$  189,63 ","0,00%",97-65-4,2917.19.90,NAO,N,N,N,N,-,-,6 - ANO,"99,7","1,63",Ácidos e Bases,Ácidos
AL08042RA,ACIDO LATICO 85% PA 1L," R$  48,72 ","0,00%",50-21-5,2918.11.00,NAO,N,N,N,N,-,-,6 - ANO,85,"1,24",Ácidos e Bases,Ácidos
AL07944RA,ACIDO LATICO 85% PA 500ML," R$  28,23 ","0,00%",50-21-5,2918.11.00,NAO,N,N,N,N,-,-,6 - ANO,85,"1,24",Ácidos e Bases,Ácidos
AL04343SO,ACIDO LATICO SOL.45% 1L," R$  45,00 ","0,00%",50-21-5,2918.11.00,NAO,N,N,N,N,-,-,4 - ANO,45,"1,24",Ácidos e Bases,Ácidos
AL09443SO,ACIDO LATICO SOL.5% 1L," R$  17,27 ","0,00%",50-21-5,2918.11.00,NAO,N,N,N,N,-,-,4 - ANO,5,"1,24",Ácidos e Bases,Ácidos
AL07860RA,ACIDO LAURICO 250G," R$  25,79 ","0,00%",143-07-7,2915.90.41,NAO,N,N,N,N,-,-,6 - ANO,98,"0,88",Ácidos e Bases,Ácidos
AL06085RA,ACIDO LEVULINICO 99% 100G," R$  185,24 ","0,00%",123-76-2,2918.30.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,14",Ácidos e Bases,Ácidos
AL06086RA,ACIDO LEVULINICO 99% 1KG," R$  582,16 ","0,00%",123-76-2,2918.30.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,14",Ácidos e Bases,Ácidos
AL06864RA,ACIDO LINOLEICO PURISSIMO 10G," R$  426,34 ","0,00%",60-33-3,2916.15.20,NAO,N,N,N,N,-,-,6 - ANO,90,"0,9",Ácidos e Bases,Ácidos
AM06470RA,ACIDO MALEICO PS 500G," R$  107,28 ","0,00%",110-16-7,2917.19.21,NAO,N,N,N,N,3261,8,6 - ANO,99,"1,59",Ácidos e Bases,Ácidos
AM05600RA,ACIDO MALICO (DL) PA 1KG," R$  57,21 ","0,00%",6915-15-7,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,6",Ácidos e Bases,Ácidos
AM07739RA,ACIDO MALICO (DL) PA 250G," R$  20,73 ","0,00%",6915-15-7,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,6",Ácidos e Bases,Ácidos
AM08987RA,ACIDO MALONICO PA 100G," R$  123,71 ","0,00%",141-82-2,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,6",Ácidos e Bases,Ácidos
AM03342RA,ACIDO MALONICO PA 1KG," R$  990,12 ","0,00%",141-82-2,2917.39.90,NAO,N,N,N,N,-,-,6 - ANO,"98,5",1,Ácidos e Bases,Ácidos
AM07661RA,ACIDO MANDELICO (DL) PA 1KG," R$  352,28 ","0,00%",90-64-2,2918.19.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,31",Ácidos e Bases,Ácidos
AM05890RA,ACIDO MANDELICO (DL) PA 250G," R$  128,53 ","0,00%",90-64-2,2918.19.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,31",Ácidos e Bases,Ácidos
AM09935RA,ACIDO MANDELICO (DL) PA 500G," R$  191,99 ","0,00%",90-64-2,2918.19.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,31",Ácidos e Bases,Ácidos
AM03793RA,ACIDO METAFOSFORICO APARAS PA 100G," R$  98,25 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,33,1,Ácidos e Bases,Ácidos
AM03791RA,ACIDO METAFOSFORICO APARAS PA 1KG," R$  745,15 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,40,1,Ácidos e Bases,Ácidos
AM07506RA,ACIDO METAFOSFORICO APARAS PA 250G," R$  218,51 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,33,1,Ácidos e Bases,Ácidos
AM03792RA,ACIDO METAFOSFORICO APARAS PA 500G," R$  405,33 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,40,1,Ácidos e Bases,Ácidos
AM05444RA,ACIDO METAFOSFORICO PA EM BASTÕES 100G," R$  95,26 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,40,1,Ácidos e Bases,Ácidos
AM05445RA,ACIDO METAFOSFORICO PA EM BASTÕES 250G," R$  229,89 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,3260,8,6 - ANO,40,1,Ácidos e Bases,Ácidos
AM06214SO,ACIDO METAFOSFORICO SOL.1% 1L," R$  118,45 ","0,00%",37267-86-0,2809.20.20,NAO,N,N,N,N,-,-,4 - ANO,1,1,Ácidos e Bases,Ácidos
AM05942RA,ACIDO MIRISTICO 500G," R$  31,68 ","0,00%",544-63-8,2915.90.31,NAO,N,N,N,N,-,-,6 - ANO,99,"0,86",Ácidos e Bases,Ácidos
AM04475RA,ACIDO MOLIBDICO 85% PA ACS 100G," R$  176,85 ","0,00%",7782-91-4,2825.70.90,NAO,N,N,N,N,-,-,6 - ANO,85,1,Ácidos e Bases,Ácidos
AM04474RA,ACIDO MOLIBDICO 85% PA ACS 250G," R$  427,18 ","0,00%",7782-91-4,2825.70.90,NAO,N,N,N,N,-,-,6 - ANO,85,1,Ácidos e Bases,Ácidos
AN07871RA,ACIDO NAFTALENO ACETICO 99% (ANA) 100G," R$  45,83 ","0,00%",86-87-3,2916.39.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AN07875RA,ACIDO NAFTALENO ACETICO 99% (ANA) 25G," R$  20,19 ","0,00%",86-87-3,2916.39.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AN03122RA,ACIDO NALIDIXICO PA 100G," R$  1.062,50 ","0,00%",389-08-2,2918.99.19,NAO,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AN04432RA,ACIDO NALIDIXICO PA 25G," R$  332,25 ","0,00%",389-08-2,2933.99.92,NAO,N,N,N,N,-,-,6 - ANO,98,1,Ácidos e Bases,Ácidos
AN07462RA,ACIDO NICOTINICO (NIACINA) PA 100G," R$  29,84 ","0,00%",59-67-6,2936.29.51,NAO,N,N,N,N,-,-,6 - ANO,99,"1,47",Ácidos e Bases,Ácidos
AN06437RA,ACIDO NICOTINICO (NIACINA) PA 250G," R$  59,78 ","0,00%",59-67-6,2936.29.51,NAO,N,N,N,N,-,-,6 - ANO,99,"1,47",Ácidos e Bases,Ácidos
AN07891RA,ACIDO NITRILO TRIACETICO (NTA) PA 100G," R$  58,61 ","0,00%",139-13-9,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AN07898RA,ACIDO NITRILO TRIACETICO (NTA) PA 250G," R$  132,73 ","0,00%",139-13-9,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AN06410RA,ACIDO NITRILO TRIACETICO (NTA) PA 500G," R$  256,27 ","0,00%",139-13-9,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Ácidos e Bases,Ácidos
AN05719RA,ACIDO NITROBENZOICO-3 (META) PUREX 100G," R$  217,60 ","0,00%",121-92-6,2916.39.90,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,49",Ácidos e Bases,Ácidos
AN06429RA,ACIDO NITROBENZOICO-4 (PARA) PA 100G," R$  18,63 ","0,00%",62-23-7,2916.39.30,NAO,N,N,N,N,-,-,6 - ANO,99,"1,61",Ácidos e Bases,Ácidos
